 'T[K]'  'P[atm]'  'H[MJ/kg]'   'Cpef[kJ/kg/K]'  'Visc[Pa*s]'  'Leff[W/m/K]'  'Sigma[1/Ohm/m]'  'Mass[g/mol]' 
    3.000000e+02    1.000000e+00
    3.230000e+04    1.000000e+00
    2.000000e+01    0.000000e+00
  16000         1       63.5045          2.00588   0.000224921        0.50315                 0        14.0073 
  16020         1       63.5446          2.00498   0.000225103        0.50355                 0        14.0073 
  16040         1       63.5847          2.00408   0.000225285       0.503949                 0        14.0073 
  16060         1       63.6247          2.00319   0.000225467       0.504348                 0        14.0073 
  16080         1       63.6648          2.00229   0.000225648       0.504747                 0        14.0073 
  16100         1       63.7048          2.00139    0.00022583       0.505146                 0        14.0073 
  16120         1       63.7448           2.0005   0.000226011       0.505545                 0        14.0073 
  16140         1       63.7848           1.9996   0.000226193       0.505943                 0        14.0073 
  16160         1       63.8248          1.99871   0.000226374       0.506342                 0        14.0073 
  16180         1       63.8648          1.99781   0.000226556        0.50674                 0        14.0073 
  16200         1       63.9047          1.99692   0.000226737       0.507139                 0        14.0072 
  16220         1       63.9447          1.99603   0.000226918       0.507537                 0        14.0072 
  16240         1       63.9846          1.99514   0.000227099       0.507936                 0        14.0072 
